000000,0,0,3599.9999999999995,0
000001,2.353366983206088,2647.5378561068487,3263.9391947981703,0
000002,2.2226020274980662,3756.197426471732,3082.57824799845,200.03418247482597
000010,8.494220805101634,3822.399362295735,2797.2961339178946,0
000011,9.920503844138974,5804.138163675472,2566.6342796871413,0
000012,9.45146227493748,6598.246760937438,2445.283772795091,170.20805350758175
000020,7.761672372350498,5239.128851336586,2556.0550659188575,310.4668948940199
000021,9.11667171769585,6974.6480511401805,2358.6667083564134,291.6984561126801
000022,8.719037752593376,7656.1654781071675,2255.7907877747302,435.993775872535
000100,0.2521977838330754,2837.225068122098,3563.986156468636,0
000101,2.567901711412733,5244.785059322376,3233.3036356102616,0
000102,2.426255653151391,6202.1027696146775,3054.953851772819,198.57684095716135
000110,8.645282513321,6160.998650168474,2772.8660784748586,0
000111,10.052405271554559,7976.995527989669,2545.3028700085288,0
000112,9.580076929667321,8664.080784611659,2425.7077430995596,169.1517586945735
000120,7.904455851669928,7368.305388833248,2535.25520607632,308.48916479415016
000121,9.242762372737117,8965.490385636931,2340.2985612513503,289.9519425455921
000122,8.841937866147282,9556.768768481803,2238.808446255709,433.4965156843805
000200,0.25061765341356673,4229.172901353939,3541.6562102853213,22.555588807221007
000201,2.5530505493324602,6515.713888320915,3214.6041985820557,20.820182973267986
000202,2.412993460492098,7398.077259256228,3038.2551223974388,217.1694114442888
000210,8.600079905681058,7305.217303415645,2758.3679082658136,18.822911484159828
000211,10.003263612526538,9037.922758727022,2532.860036439637,17.598770415820358
000212,9.53543452333089,9672.189183080827,2414.404135465102,185.13924213457338
000220,7.8666513347594735,8409.169078070054,2523.129880802958,324.2314219925623
000221,9.201201520796278,9936.907577393154,2329.7752135681485,304.83584972454366
000222,8.803896116836507,10483.696498271862,2229.17614721034,447.12015040853146
001000,1.00022903142236,4501.03064140062,3505.478356530587,0
001001,3.2341414886049975,6755.708287464449,3182.776609396823,0
001002,3.0575310567828438,7620.935492621163,3008.9711177819577,196.58928244168936
001010,9.189692642036634,7518.83943439361,2731.5740453275375,0
001011,10.548952756260636,9230.626948893212,2508.723272740639,0
001012,10.057525546472805,9853.444573251116,2391.853389394062,167.70744889214106
001020,8.40911503993067,8600.231290838186,2499.5526272745274,305.7860014520244
001021,9.706318150100113,10110.838026295622,2308.330200960413,287.5626284682685
001022,9.28871030536314,10648.175864779298,2209.0158383712987,430.0780303085953
001100,1.2392966263426333,7245.863508225648,3470.943641297772,0
001101,3.4381290839921532,9274.896863391561,3153.309405696249,0
001102,3.2517237267137524,9997.345192198032,2982.346142823163,195.1815274553483
001110,9.33351623488934,9793.838478454689,2707.9941591467777,0
001111,10.674804982637673,11348.245535020169,2488.0897931097625,0
001112,10.180555968138178,11869.207610182359,2372.889943535846,166.68186960718916
001120,8.545696753489448,10676.417727263912,2479.41893621867,303.8672737759729
001121,9.827150905403567,12055.107016709982,2290.518084672526,285.86514535919525
001122,9.406733366267133,12506.230440087369,2192.5269185883644,427.6478892456495
001200,1.2316828706106286,8583.660101584228,3449.6195155939963,22.116997700628357
001201,3.4186024922710034,10500.091121677051,3135.400425599435,20.445925233998715
001202,3.234251706696442,11152.588073909024,2966.321530683492,213.47614947962745
001210,9.285509589642114,10900.744556633716,2694.065676926566,18.51648602098948
001211,10.62341581446929,12376.778230233682,2476.1119757159913,17.33062156236855
001212,10.133804904890917,12847.9450373071,2361.993178351683,182.44832416667552
001220,8.505434847735838,11686.174581404268,2467.737485962084,319.3965616740524
001221,9.78358236725967,12999.19526586762,2280.3631043021255,300.5583165761996
001222,9.36680534513175,13408.186027831644,2183.220472053032,441.11332269583113
002000,0.9892350138693423,6677.336343618061,3466.9478906345735,39.569400554773694
002001,3.201287592402326,8744.168800044905,3150.4445012531814,36.57045517221182
002002,3.0281510705151744,9493.539280694366,2980.057746673549,229.2928456396096
002010,9.105173704864855,9312.10947088451,2706.451362327126,33.10972256314492
002011,10.458162310865152,10894.015994806068,2487.131735782531,30.98370150816811
002012,9.974963984227013,11434.86740969433,2372.2188230607435,195.8829115141021
002020,8.338289148330151,10233.354863859731,2478.5001095495945,333.5315659332061
002021,9.629399940173213,11635.435687273912,2290.037721337103,313.8122062353601
002022,9.218244396471992,12103.599999635499,2192.2578274431403,454.12565644452434
002100,1.22578529735361,9374.605585409881,3433.101965267125,39.2487023094954
002101,3.4034647610372466,11223.054484729408,3121.5167263216636,36.29635757967664
002102,3.220699346741835,11833.994308264135,2953.891868192571,227.66656951468104
002110,9.248257447962093,11554.149721426213,2683.2574692215085,32.88488766867461
002111,10.583515451114609,12982.950257336133,2466.8119756723727,30.78672762805123
002112,10.097491351277284,13424.591597197053,2353.529194021798,194.69480484915294
002120,8.47416835252279,12282.00174264131,2458.6659330464286,331.4562592129309
002121,9.74973122942819,13555.458649432387,2272.4730612839485,311.9743655243107
002122,9.335772294689495,13939.476281772866,2175.9872704929076,451.5789922583044
002200,1.2183361543694387,10684.96915191731,3412.238876540472,60.88752079168421
002201,3.384328835371339,12425.011909203582,3103.966048928555,56.33322376891124
002202,3.20355825522208,12968.498842553918,2938.1707699462004,245.6146825621028
002210,9.201121634030123,12642.024268592842,2669.581646990947,51.06548819313567
002211,10.532999391766632,13994.926468553873,2455.0376629934754,47.82289961887492
002212,10.051498349719873,14388.295130050148,2342.809118299984,210.20560864144466
002220,8.434576057727586,13275.844836724253,2447.1787614002433,346.72727365976266
002221,9.706844967416849,14485.542339725089,2262.477106233847,326.4374440996988
002222,9.296443147826496,14828.6186121848,2166.820409923492,464.842459734954
010000,8.84412633475982,9949.642126604796,2337.0587593962973,0
